"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
23,14,9,3,9,5,3,4,2,10,4,5,7,4,3,4,6,6,3,3,3,7,2,7,4,27,5,3,8,6,5,5,5,2,2,4,5,29,4,2,5,4,2,4,6,4,6,7,7,3
19,8,7,6,4,3,3,2,3,11,5,1,3,4,4,4,15,3,13,2,5,2,6,7,2,28,3,3,7,7,5,2,4,5,2,4,6,31,4,9,4,2,6,5,6,6,4,9,0,3
20,7,7,9,8,5,0,2,10,11,6,0,6,6,5,6,10,0,5,5,5,4,0,6,5,20,4,2,5,8,2,2,1,3,3,9,4,33,4,7,2,8,3,7,5,7,5,6,1,5
18,8,8,8,11,4,3,4,3,16,8,8,7,12,6,5,4,4,1,3,1,7,5,7,4,30,8,7,1,7,4,3,3,9,6,7,5,20,3,6,5,3,2,4,3,2,7,8,3,4
23,12,6,9,10,2,7,3,4,16,7,4,3,5,3,2,11,3,5,4,7,2,5,6,5,27,4,3,2,5,7,4,4,5,3,8,2,26,2,3,5,4,5,7,4,3,4,3,6,5
26,15,6,8,14,4,2,5,9,14,3,4,5,5,1,3,3,4,3,9,4,5,5,4,5,24,4,1,8,3,8,4,6,3,3,5,3,37,6,6,3,4,7,8,3,3,7,8,8,1
25,15,12,8,11,3,7,7,6,12,3,4,7,9,9,3,4,6,1,4,8,2,5,3,4,29,5,4,6,6,2,5,5,6,4,4,10,29,6,0,7,7,1,7,3,3,5,5,5,10
25,9,2,4,6,1,6,2,5,9,3,4,3,4,4,5,6,0,6,4,0,5,3,10,5,20,5,6,10,2,4,3,4,5,5,6,4,24,5,4,3,4,9,6,3,5,5,5,6,5
15,11,8,7,7,2,11,7,6,7,3,7,8,10,5,6,7,3,5,1,5,5,8,2,2,35,4,6,8,4,8,3,5,3,7,7,3,28,5,5,4,4,5,3,9,10,3,5,2,1
25,13,6,7,11,2,2,8,6,12,3,1,3,2,2,5,10,5,7,7,5,2,3,5,7,23,3,6,2,3,1,9,6,6,2,5,4,18,3,3,2,2,5,4,1,5,6,3,8,6
17,6,7,7,5,4,3,5,3,9,4,2,4,4,4,2,8,5,3,3,6,5,5,2,3,33,6,3,6,4,3,4,6,2,3,7,10,27,5,4,5,10,7,4,6,2,3,1,3,5
24,14,8,10,10,6,2,3,6,11,2,6,5,7,5,3,8,4,4,8,3,4,6,5,4,21,3,4,5,4,2,2,4,4,4,4,5,24,5,7,2,3,4,5,5,5,4,2,4,5
14,15,10,8,8,3,4,5,3,5,4,4,10,2,3,1,8,6,3,3,5,4,6,2,5,23,3,6,3,4,4,7,2,5,5,5,5,24,1,6,1,4,6,2,2,6,4,5,4,6
17,13,10,5,9,6,3,3,6,7,4,2,3,10,6,8,8,5,6,2,2,3,4,5,7,34,5,3,6,5,8,6,11,3,3,3,7,18,5,2,1,9,2,5,4,3,2,6,4,5
25,13,3,5,21,4,9,5,4,13,8,3,7,4,5,2,10,4,6,6,5,6,2,5,5,25,7,4,2,2,7,5,1,7,6,8,3,21,6,6,5,4,4,4,2,3,5,4,2,2
21,13,5,4,12,5,7,8,4,11,5,6,2,6,2,8,5,3,5,9,4,8,5,2,5,19,5,3,6,2,5,5,3,10,3,7,3,29,6,6,2,7,5,4,3,2,5,4,7,2
18,10,13,7,9,4,9,2,6,11,3,8,4,9,6,5,4,7,3,6,7,4,5,7,2,20,7,5,1,10,1,3,5,5,4,7,8,18,3,5,1,2,6,4,10,1,4,2,8,0
22,12,10,4,12,7,5,5,5,13,3,5,5,11,2,7,5,4,3,1,4,3,4,4,7,16,2,4,5,2,5,7,3,2,2,7,2,31,4,7,6,6,4,5,4,3,4,5,7,6
21,13,4,3,9,4,0,5,4,8,7,4,5,7,3,9,10,5,6,1,3,3,3,5,5,14,0,4,4,1,5,3,4,3,4,5,4,24,3,3,3,4,6,5,7,5,4,1,4,4
12,10,10,5,9,5,3,3,2,11,2,4,4,4,1,5,7,3,2,4,3,3,4,7,4,30,4,4,3,4,3,10,3,9,5,3,2,38,4,6,8,4,8,5,6,0,5,5,2,7
25,11,13,5,7,10,5,9,6,12,5,6,3,6,5,4,9,4,7,2,2,4,7,5,2,30,4,5,5,4,3,6,7,3,6,7,3,35,4,6,5,8,6,5,7,5,5,2,7,6
23,9,8,6,8,0,6,3,7,19,2,5,5,8,2,1,9,2,5,7,8,6,4,9,3,29,4,6,2,3,7,5,12,2,4,5,6,25,4,3,4,6,1,4,4,5,7,5,3,4
16,9,6,11,8,6,5,3,8,18,1,10,5,8,5,4,3,4,3,5,7,2,3,7,6,27,9,4,4,3,7,4,4,4,4,7,9,28,1,4,4,10,6,6,3,4,8,6,7,6
29,16,8,8,10,5,6,3,0,10,6,6,2,7,5,6,7,6,4,4,9,5,5,11,5,27,4,4,6,7,8,3,4,2,1,7,4,29,5,5,9,3,5,1,4,6,3,4,4,4
19,8,7,7,9,4,2,6,4,14,3,9,4,7,3,5,6,6,7,4,6,3,7,7,5,22,3,9,5,4,6,3,5,5,2,3,6,27,3,4,2,6,7,6,7,8,4,7,9,4
17,18,11,5,4,8,9,6,3,13,5,5,2,5,3,5,9,5,9,7,5,3,9,3,2,18,7,4,10,5,4,5,5,5,2,5,5,24,3,6,6,3,3,5,5,5,6,4,4,1
18,16,13,4,7,9,4,3,1,9,8,4,3,4,4,5,5,3,3,4,4,2,5,6,2,18,5,4,6,3,5,1,6,4,5,5,6,28,5,5,3,3,3,2,2,7,7,6,4,7
25,17,12,2,7,6,8,4,6,13,2,6,3,8,8,4,6,2,6,6,2,8,3,2,1,27,7,3,5,7,4,2,4,6,3,2,4,29,5,3,9,3,0,7,2,3,6,3,2,9
18,14,8,4,11,6,3,4,4,13,3,6,7,9,5,7,5,5,5,4,4,2,5,6,7,18,6,6,3,3,5,5,0,6,5,2,5,21,5,6,2,4,6,7,5,5,4,3,4,4
21,13,7,8,11,4,5,5,7,10,6,3,8,7,4,5,8,10,6,5,6,4,4,4,2,23,3,6,3,6,10,3,5,6,5,3,7,27,4,5,9,4,2,1,6,7,6,4,1,7
18,5,4,4,11,2,7,3,9,13,6,3,2,7,2,2,8,2,5,5,1,7,3,4,5,29,5,8,9,3,2,3,7,4,7,1,5,23,9,3,3,5,2,4,4,6,6,6,4,1
22,8,10,8,9,6,6,3,6,16,2,4,1,7,2,5,10,4,6,7,4,6,4,4,5,11,9,3,2,4,1,5,8,4,2,2,4,27,5,6,5,6,1,2,6,2,1,4,5,6
18,10,4,6,4,3,2,6,2,15,5,6,3,8,7,9,8,1,1,5,6,4,5,6,2,26,7,5,4,4,5,3,3,6,3,6,5,37,4,6,6,10,5,5,7,2,7,4,1,8
24,12,8,8,9,8,3,6,6,13,3,8,5,6,2,5,9,8,4,8,7,3,4,6,5,27,4,2,6,4,3,4,8,7,5,3,3,28,9,5,8,5,7,1,4,5,7,8,3,5
23,16,12,4,5,6,4,3,1,10,4,2,6,4,2,2,6,6,2,7,4,3,7,3,4,30,8,8,4,4,5,6,5,6,4,3,4,24,3,5,2,2,2,8,3,2,6,13,5,1
23,17,10,8,9,1,5,1,6,15,4,4,6,7,3,4,4,6,2,4,5,4,6,4,9,29,9,8,2,5,5,4,7,2,4,8,4,21,7,4,3,3,5,4,4,3,10,4,4,2
18,11,8,7,12,1,4,6,1,13,4,6,2,9,7,3,4,6,3,6,11,4,5,7,8,24,5,5,5,2,3,3,7,7,6,7,5,32,9,3,9,2,3,8,4,3,3,6,6,2
25,15,13,9,10,6,4,4,2,19,7,4,7,10,6,0,4,6,7,3,7,6,7,7,3,22,4,3,3,3,8,3,3,2,3,3,3,24,3,5,7,5,5,4,5,7,3,0,5,3
18,9,4,6,7,0,6,3,4,13,1,4,5,7,4,6,7,6,4,5,3,5,4,4,5,33,7,2,6,7,7,9,4,6,6,7,8,30,7,4,5,3,5,2,4,4,7,9,1,7
20,16,8,4,5,6,8,3,2,13,3,6,5,5,4,1,11,2,11,4,1,2,1,5,6,25,6,8,9,6,1,3,8,6,2,5,3,30,7,2,5,2,2,7,3,1,2,10,11,6
22,10,10,10,12,3,5,5,2,12,3,2,5,3,2,5,10,5,4,1,7,2,4,3,8,26,7,3,2,5,4,3,7,5,3,9,7,20,2,3,5,2,7,7,4,5,4,2,5,3
17,12,15,5,6,6,7,5,3,9,3,5,5,4,3,6,7,2,3,3,1,5,5,3,4,22,5,5,9,5,5,5,2,6,4,4,5,27,6,7,3,2,2,5,3,3,11,2,8,4
24,7,5,15,6,3,4,5,9,12,7,3,1,9,4,6,5,4,2,5,5,2,2,4,6,28,3,6,5,8,5,3,10,4,8,7,5,19,5,4,4,2,6,4,2,8,3,3,5,9
20,15,10,6,8,8,6,4,5,15,5,3,5,5,1,7,10,4,4,4,8,4,4,5,6,19,2,3,6,5,6,3,6,2,3,3,3,32,6,8,1,4,6,5,3,3,5,4,5,6
25,10,3,8,8,2,2,4,3,9,0,4,9,9,8,5,7,6,5,5,3,5,2,4,4,30,4,9,2,4,6,8,8,4,6,3,5,15,1,2,4,5,3,4,3,3,5,2,2,6
14,9,11,6,7,3,9,3,4,11,2,4,0,10,2,2,7,2,6,3,4,1,7,6,5,31,5,7,5,9,4,4,4,2,6,4,7,29,9,5,4,5,3,4,5,8,7,3,6,2
20,17,11,4,4,4,8,5,2,11,2,4,3,9,6,3,8,5,5,4,3,5,6,9,7,25,3,3,3,5,2,5,5,3,4,5,4,28,5,9,5,7,5,1,4,1,7,4,4,4
15,13,18,7,9,6,3,8,4,15,8,6,3,6,3,4,7,5,7,8,8,6,8,3,6,30,8,7,5,8,6,3,2,3,4,3,4,22,2,4,6,1,3,6,6,3,6,6,3,5
20,15,9,4,13,5,3,4,2,16,1,6,4,10,5,6,2,5,3,11,1,7,6,4,10,38,6,9,9,4,2,3,9,6,11,3,3,29,4,3,0,6,3,7,6,5,5,2,6,3
22,16,13,8,9,5,6,5,6,9,6,2,10,8,4,6,2,5,3,4,3,7,3,8,3,25,6,7,3,4,8,5,3,3,2,5,1,15,4,4,2,6,5,3,4,1,3,2,3,3
23,15,11,10,9,3,3,3,5,15,4,2,1,4,4,2,8,4,3,3,3,3,4,2,4,21,6,2,3,4,1,2,5,4,5,3,1,34,10,5,3,3,4,4,8,5,6,7,4,6
10,13,11,11,10,8,3,2,2,12,3,2,5,6,2,3,7,5,3,3,11,2,7,6,7,18,4,2,3,4,4,2,6,3,5,4,1,19,4,3,5,1,7,2,4,4,4,2,4,4
20,13,10,2,12,5,7,2,4,12,5,3,3,8,4,6,8,3,8,5,3,3,3,4,8,22,2,5,6,5,2,2,8,2,3,5,3,28,5,3,6,5,5,2,4,5,5,8,4,2
19,14,4,11,6,4,5,2,9,16,7,9,5,8,3,2,5,5,5,3,6,3,4,5,3,21,5,5,6,1,4,3,3,5,5,2,3,30,7,6,3,3,4,6,3,9,4,5,3,3
17,10,8,2,13,1,2,6,4,18,4,14,6,4,1,10,6,4,4,5,3,5,5,5,8,28,7,8,7,5,4,3,2,8,6,4,5,23,7,3,4,5,3,2,2,2,5,5,5,4
21,15,10,3,10,1,5,7,13,12,2,3,7,11,7,3,4,4,4,5,1,3,3,6,9,27,9,5,5,5,9,3,5,7,6,5,1,20,5,3,4,7,4,3,7,4,5,4,4,4
19,17,10,5,7,0,7,4,8,10,5,3,2,12,4,4,10,6,10,7,4,3,4,3,4,27,2,4,5,5,4,8,3,5,1,7,2,37,5,4,7,3,4,5,7,4,6,6,4,6
16,9,14,3,9,9,5,1,1,14,4,3,2,6,3,3,8,1,3,7,2,2,4,8,5,29,4,8,3,5,3,3,5,4,3,8,2,23,2,6,10,1,3,4,6,5,5,1,3,2
21,6,6,6,6,4,3,6,6,12,5,2,3,5,5,1,7,2,6,2,3,6,5,6,5,27,3,5,5,4,1,4,4,5,2,5,8,27,6,3,5,9,5,1,5,2,3,11,6,9
20,13,9,12,10,5,7,2,6,11,4,6,5,5,2,5,10,1,7,6,7,5,7,5,4,26,5,1,7,1,4,4,7,7,5,7,4,29,4,2,5,7,7,5,4,4,5,6,3,4
27,17,10,10,8,5,13,2,4,14,3,6,8,5,5,6,7,1,6,2,6,9,2,5,2,30,5,5,6,6,0,7,5,3,6,1,7,36,7,1,7,3,4,7,6,7,5,5,4,4
19,16,10,3,4,2,8,6,4,14,7,4,3,9,7,13,7,6,4,2,5,5,7,3,8,27,4,3,4,4,5,4,3,7,7,3,6,28,6,4,6,3,7,5,8,5,6,5,5,7
26,10,11,6,6,6,5,1,5,17,4,7,8,7,5,3,6,4,5,1,3,5,7,3,6,30,7,6,1,10,9,5,11,6,5,5,4,18,5,2,6,4,0,6,1,3,5,4,4,3
12,11,7,10,6,4,6,3,6,11,3,7,5,7,5,4,5,5,4,1,8,4,3,3,5,24,3,5,3,4,7,4,6,5,0,2,3,20,3,3,5,1,6,2,9,3,6,2,1,8
25,18,8,4,13,5,5,4,6,13,1,2,5,8,7,2,6,5,4,5,4,4,5,5,11,30,9,4,4,7,1,4,3,7,0,4,8,23,7,4,4,1,3,3,5,4,2,6,4,4
16,10,6,5,8,3,0,3,2,12,5,2,4,8,5,6,9,5,3,5,3,4,6,3,4,27,4,3,4,2,6,8,6,3,4,9,3,29,3,4,5,5,6,4,6,5,7,11,5,5
21,9,4,8,10,2,3,1,8,10,5,1,1,7,2,4,6,5,8,5,5,5,4,5,4,21,2,3,4,3,2,5,3,4,3,1,7,21,4,5,5,4,2,0,2,4,5,3,8,8
20,8,5,5,14,2,1,6,6,18,4,6,2,9,5,3,7,5,2,10,6,3,5,5,7,20,6,3,2,3,6,5,5,5,8,3,2,22,6,6,5,6,2,4,3,4,2,2,5,4
23,10,11,7,6,6,3,4,0,14,4,3,4,6,7,4,3,5,3,2,6,3,4,2,5,26,8,7,3,3,0,2,5,5,3,3,9,32,6,3,9,4,5,3,4,6,5,3,6,4
21,12,11,5,7,5,2,3,5,17,4,2,7,10,4,6,11,5,6,4,2,3,5,5,11,19,3,4,3,7,2,5,1,4,6,3,6,34,5,4,5,4,4,8,7,6,3,5,4,4
18,16,7,7,7,6,8,5,4,15,4,2,5,6,3,4,6,6,5,2,3,1,2,4,3,27,1,4,7,7,5,4,3,3,7,4,3,25,2,2,4,2,6,5,4,4,5,6,2,6
21,5,4,15,12,4,2,5,4,6,1,5,5,9,1,2,4,3,4,5,6,5,0,7,5,28,1,10,8,1,6,5,2,8,2,5,6,38,2,6,6,7,5,8,9,4,7,5,2,3
19,10,8,3,9,5,4,1,6,6,4,2,5,3,4,5,8,5,7,5,4,3,3,5,7,20,9,3,2,1,5,6,7,8,3,6,3,26,5,7,3,3,6,6,4,2,5,4,8,1
19,23,12,5,9,11,3,4,4,12,3,9,7,7,2,4,7,4,4,6,5,10,2,4,1,25,7,3,6,9,1,1,4,2,6,5,7,25,3,7,2,5,5,4,6,5,5,8,5,7
28,16,11,7,10,2,13,6,4,14,3,5,7,10,2,5,8,4,6,3,3,5,6,6,5,18,5,5,8,4,2,6,7,5,3,7,3,37,7,7,7,4,3,8,6,5,4,3,6,7
21,11,10,8,9,3,3,4,7,16,2,3,3,6,8,1,14,3,7,7,4,8,7,6,2,30,4,4,2,6,2,6,8,6,8,6,3,39,7,3,7,6,9,4,6,3,6,5,4,5
22,17,11,12,13,7,5,6,5,16,6,7,3,6,5,2,3,6,5,4,5,4,7,2,8,23,4,3,5,4,3,3,4,8,9,4,3,22,5,3,5,4,1,1,7,3,4,6,5,4
17,19,7,4,10,4,8,5,3,9,6,3,7,3,5,3,10,7,5,8,4,4,3,11,1,30,5,0,3,6,2,5,6,4,4,7,8,28,3,6,5,6,2,8,3,3,2,5,0,7
19,8,8,6,8,4,4,3,5,15,5,2,5,8,6,6,8,6,4,2,2,2,6,3,8,30,6,5,4,6,5,1,3,3,2,4,5,26,3,5,4,2,7,8,1,3,0,9,3,3
11,13,7,9,2,3,2,4,4,11,8,5,6,7,3,7,4,3,3,4,9,4,4,3,8,28,7,4,6,7,7,0,6,3,7,5,4,22,3,3,5,6,5,4,4,2,4,1,4,3
27,13,5,9,8,6,3,4,5,6,6,3,3,7,5,3,7,4,4,5,7,0,5,7,3,19,3,2,3,7,3,6,2,3,5,6,9,28,6,6,5,3,6,7,6,1,1,5,10,6
18,13,7,9,11,4,6,6,6,9,3,4,3,6,4,2,6,4,7,5,8,1,1,2,2,25,3,5,2,2,4,6,6,7,2,3,5,31,4,8,4,6,5,2,5,7,6,7,5,2
20,11,8,10,12,2,6,2,4,13,5,4,6,12,5,8,7,1,6,5,7,4,5,4,5,15,2,7,2,5,3,3,2,5,3,5,4,24,4,2,7,3,2,5,3,1,2,3,3,5
15,19,10,5,11,3,4,4,6,8,2,3,9,2,4,5,9,5,6,6,4,5,4,4,3,17,7,3,3,3,5,3,2,2,1,4,3,29,8,3,5,6,6,6,9,4,3,7,3,7
22,19,9,10,6,8,5,7,4,13,4,2,3,10,4,7,1,2,5,6,4,3,3,3,8,27,3,2,5,4,10,8,6,6,3,5,5,22,7,7,7,3,4,2,1,4,3,3,7,3
18,15,11,14,10,5,3,4,2,13,6,4,3,5,1,5,9,4,8,2,3,3,7,3,8,35,5,2,2,6,7,4,7,2,8,8,8,30,0,2,6,8,6,5,2,5,4,4,3,6
23,18,8,3,13,4,5,5,6,8,3,4,9,5,5,3,9,4,5,6,5,5,5,2,7,27,5,4,4,8,3,7,2,8,4,4,1,34,4,10,7,2,4,2,5,7,4,9,6,3
14,7,9,2,8,6,4,2,6,10,7,6,4,2,5,2,8,3,3,6,4,5,2,6,4,15,5,4,3,4,4,2,2,3,5,4,7,27,5,5,6,4,7,5,4,4,6,3,6,4
22,13,11,4,5,5,3,10,3,11,4,1,5,5,7,7,2,3,4,4,4,6,4,3,5,25,7,6,6,3,5,3,4,6,2,4,5,26,6,2,3,7,3,6,6,5,2,7,3,6
18,13,10,5,10,5,9,4,2,15,3,9,2,5,3,7,7,6,5,4,2,0,6,6,1,28,2,8,4,2,8,4,4,5,6,4,6,29,5,8,8,5,5,5,5,5,4,7,6,5
22,12,6,5,7,1,4,8,2,11,1,4,5,9,4,4,4,6,3,3,6,5,4,6,4,31,7,6,4,5,3,7,4,3,4,7,4,28,5,5,5,5,3,6,4,3,2,5,6,5
17,16,10,6,7,1,2,5,4,13,4,8,2,6,2,0,5,4,1,8,1,5,6,5,5,33,1,7,5,3,5,10,2,6,4,10,7,28,6,5,4,3,8,9,5,8,6,5,1,6
18,15,5,8,5,4,3,4,8,16,5,2,4,5,1,5,4,3,4,2,7,4,5,2,5,17,4,6,4,1,2,5,2,8,3,3,2,19,5,8,2,1,4,2,0,3,6,4,1,0
18,11,9,5,6,2,5,7,4,12,2,6,3,6,5,6,5,6,4,3,4,2,7,3,3,20,9,5,7,2,3,3,3,3,6,4,2,20,4,5,7,4,1,7,2,6,8,4,3,5
24,12,7,4,9,2,2,4,6,7,0,5,4,4,3,4,5,8,7,3,7,3,6,10,6,19,6,2,3,5,7,5,3,1,2,3,2,32,6,2,5,2,2,5,5,7,3,3,8,11
17,15,11,8,14,5,6,2,8,14,9,4,1,4,0,3,5,6,3,4,5,5,6,9,3,26,4,4,4,8,4,6,5,4,3,7,5,25,2,8,8,4,2,1,3,3,4,5,6,3
13,12,10,4,11,1,3,1,3,13,6,5,6,3,1,3,4,6,3,2,2,4,7,5,4,27,1,8,4,10,4,4,5,10,3,2,2,29,7,3,3,2,5,7,5,6,5,5,6,3
16,14,7,6,5,2,3,7,5,9,3,2,7,8,4,3,9,5,5,2,5,2,8,5,2,34,5,1,6,1,6,6,5,5,6,3,8,33,9,3,5,5,4,3,5,10,3,3,4,6
22,13,9,7,9,6,3,10,4,14,3,3,6,4,2,5,5,1,5,4,3,4,5,4,3,22,4,4,1,4,4,4,3,5,3,3,3,40,5,2,6,7,7,4,5,5,5,6,6,6
17,13,3,7,8,4,8,4,5,12,9,7,4,9,2,9,6,6,4,2,6,4,3,8,4,38,4,7,5,3,6,5,1,4,2,8,2,34,3,7,3,9,6,2,8,5,8,6,2,2
23,8,6,9,4,6,5,8,4,12,3,3,5,4,0,6,8,8,3,4,5,4,5,3,5,28,6,5,7,5,8,1,8,9,5,5,5,29,5,7,5,3,1,11,9,6,6,5,3,5
26,11,10,4,10,5,3,3,5,7,6,5,4,7,8,6,9,3,8,5,2,4,8,5,4,26,5,4,4,5,5,4,3,7,3,4,2,34,5,4,1,6,5,7,6,8,4,1,5,9
23,11,7,9,4,4,2,6,5,19,4,5,5,4,3,4,5,4,2,2,6,0,6,5,8,22,6,7,2,9,8,5,7,3,7,4,3,35,3,5,6,9,8,4,8,7,4,3,3,7
10,8,10,4,6,3,3,3,3,20,7,7,3,9,4,1,10,4,6,4,2,1,6,3,11,25,5,3,5,5,4,6,1,4,7,3,6,25,8,5,5,3,3,7,3,3,6,3,5,6
13,8,8,7,13,6,3,2,3,8,4,4,0,3,2,1,5,2,5,6,6,3,3,1,3,19,5,6,9,5,4,2,3,3,0,2,4,32,4,5,5,3,6,2,7,7,6,2,3,6
21,13,11,7,7,6,6,7,6,14,4,4,2,14,7,7,10,7,5,5,4,3,5,1,2,23,10,5,6,4,3,4,4,3,8,2,1,23,1,0,2,3,4,5,4,1,3,3,2,7
22,13,11,5,8,2,7,5,6,9,4,5,3,8,6,5,8,3,2,7,5,4,6,8,6,23,5,9,3,4,3,2,4,12,4,1,1,31,5,3,6,4,4,4,2,3,3,5,6,5
20,17,9,3,7,4,10,2,1,21,4,7,5,8,4,5,5,6,5,4,4,5,2,6,2,22,1,2,3,6,5,5,5,4,8,4,4,31,4,4,7,5,8,5,4,9,4,9,4,3
23,13,5,3,16,2,2,4,6,13,3,11,3,7,10,4,5,4,5,5,5,6,2,8,6,18,4,2,5,2,4,3,4,5,4,2,2,20,2,5,2,5,6,7,1,3,1,3,4,6
18,12,8,6,17,7,6,5,8,13,4,3,4,7,4,5,6,6,6,4,4,5,2,5,5,21,3,4,5,4,3,8,2,3,5,2,7,27,5,8,2,8,3,1,8,10,4,7,3,3
21,10,6,2,9,5,4,5,5,20,3,4,3,7,3,3,6,6,3,4,1,6,5,3,9,22,3,3,3,2,0,2,7,1,3,8,2,27,2,5,2,3,6,6,2,3,7,1,7,9
13,15,3,9,9,4,6,3,4,15,3,5,4,8,4,4,7,5,6,6,4,4,1,5,3,23,1,4,4,0,8,3,4,3,4,0,8,19,2,6,9,3,6,6,4,1,5,8,5,6
24,12,8,5,11,4,2,3,5,13,5,4,4,9,7,5,8,7,11,7,8,5,10,6,6,22,7,3,5,5,6,3,4,3,4,4,11,31,3,4,3,4,5,7,9,4,2,4,4,5
21,9,6,5,11,2,2,3,7,7,3,1,3,4,4,8,10,2,10,6,2,4,6,4,4,24,8,3,7,2,6,8,3,8,2,1,7,24,2,8,3,4,6,5,2,3,3,2,4,3
20,12,7,13,7,3,5,5,3,13,4,5,5,6,4,5,5,3,5,4,7,2,7,5,3,24,2,5,5,5,2,2,1,4,9,5,5,21,1,2,1,2,6,6,4,5,4,4,8,5
21,8,6,4,13,6,3,6,6,17,7,9,1,10,7,11,4,10,7,6,2,4,3,2,11,32,5,2,8,4,6,9,2,3,7,5,9,33,4,2,4,7,7,4,4,7,4,2,3,4
24,14,4,8,4,4,5,5,3,9,2,5,3,5,3,3,2,5,4,2,5,1,3,6,4,28,5,2,5,7,6,2,9,4,4,5,6,33,7,0,3,5,7,1,8,4,3,4,9,4
20,11,10,7,6,7,3,8,2,11,5,4,4,6,3,7,6,2,6,3,6,5,4,3,3,31,9,6,4,5,4,7,1,7,4,4,3,20,6,2,4,4,4,1,7,2,8,9,1,4
19,12,12,5,10,4,5,6,7,9,2,4,5,4,4,2,4,7,4,7,4,6,6,5,2,26,5,2,1,4,3,5,7,3,3,5,6,29,9,2,6,7,4,3,2,5,3,1,6,6
20,10,8,8,9,8,2,7,4,16,4,6,6,8,4,6,5,5,4,4,4,2,4,6,3,28,4,3,8,2,4,4,7,6,3,5,6,22,4,6,2,3,3,3,6,8,3,3,4,4
19,7,7,9,5,3,5,1,6,11,6,5,6,3,1,4,4,2,3,5,6,8,5,2,3,27,8,5,7,5,5,5,6,4,3,6,3,31,2,5,7,6,8,2,5,4,7,1,9,4
27,16,7,4,6,3,2,3,1,10,3,5,4,9,4,7,11,4,4,6,3,4,6,7,4,30,2,11,6,3,3,6,3,4,5,2,3,29,4,5,3,1,4,7,1,7,4,8,6,5
15,12,7,5,3,4,2,8,2,15,6,9,3,4,2,3,4,3,0,6,4,2,5,3,0,25,6,8,4,3,6,6,6,3,5,3,3,17,4,5,3,2,4,2,1,6,3,5,5,4
24,21,7,7,9,4,5,7,3,16,5,6,2,6,3,5,6,5,3,8,7,5,5,3,4,28,6,4,6,5,6,3,3,5,0,7,2,23,3,3,3,3,4,4,3,6,5,1,6,3
22,12,3,6,4,3,5,5,2,16,3,8,3,9,8,5,8,5,4,2,3,4,3,8,8,16,4,6,1,1,6,3,4,2,8,4,2,33,5,2,7,10,11,5,3,5,10,5,8,2
12,10,8,8,8,6,5,5,6,16,3,7,5,6,2,7,6,4,7,1,5,5,1,2,7,29,8,1,5,4,7,5,6,8,6,2,6,26,4,3,9,6,8,3,3,4,5,3,5,8
16,13,5,6,10,4,5,3,1,16,4,5,11,11,4,3,8,6,4,4,4,8,4,2,6,29,6,7,3,5,5,1,5,4,2,3,7,16,2,4,5,2,1,2,2,3,4,2,4,6
22,16,9,7,11,3,4,2,7,15,5,8,2,8,9,5,9,0,4,6,5,3,5,3,3,30,5,2,7,4,6,5,4,1,5,3,5,25,6,7,3,4,5,3,10,7,4,3,2,2
20,19,12,9,11,8,3,5,4,7,3,2,9,10,3,5,6,3,8,2,9,7,5,1,4,22,5,4,1,4,3,6,7,3,5,3,7,25,7,5,2,2,6,2,3,3,7,9,2,4
26,17,8,8,11,3,4,3,4,14,0,5,3,8,7,3,8,9,5,4,6,6,2,6,4,29,6,5,4,5,2,4,3,2,6,4,6,22,5,6,4,8,5,5,4,4,3,5,2,4
27,17,9,11,12,2,4,3,2,10,6,4,3,8,5,6,3,5,2,7,5,6,3,3,5,26,6,5,3,5,4,6,4,4,2,5,4,35,7,5,5,4,5,9,5,4,2,4,3,5
23,11,7,8,9,7,4,4,4,7,2,2,7,4,4,4,8,7,4,4,6,1,2,3,1,22,3,3,5,5,3,4,4,5,6,9,6,24,5,4,4,4,0,6,3,5,5,3,2,5
22,5,3,6,11,3,3,3,4,23,5,5,1,10,8,3,7,1,5,5,6,3,2,8,3,18,2,5,0,3,7,5,5,2,3,6,4,26,8,8,3,4,3,3,6,3,3,7,2,4
21,9,5,6,9,4,3,5,7,14,4,4,4,5,6,3,5,6,3,6,8,4,7,6,4,20,2,4,4,3,4,5,8,6,3,2,4,30,1,5,2,4,4,3,6,3,3,2,8,3
14,11,10,8,7,6,7,2,9,11,4,5,7,4,3,4,4,2,3,5,4,9,6,3,6,27,2,5,4,6,5,4,6,6,5,6,9,25,3,4,2,4,9,5,2,4,3,4,3,7
24,12,6,7,8,1,2,7,3,12,5,5,4,8,5,4,9,6,2,3,4,5,6,5,6,26,5,2,4,5,3,5,3,4,5,3,4,23,3,3,2,1,5,1,3,6,7,3,3,4
22,6,8,8,9,2,3,1,3,8,4,2,5,10,4,7,3,4,3,2,2,3,7,3,3,26,4,1,9,4,6,10,5,3,6,5,2,21,3,7,4,1,2,2,7,3,3,10,2,5
24,18,10,6,13,5,5,8,5,9,3,3,4,7,7,4,7,8,2,7,1,8,6,5,3,30,6,5,3,8,5,6,3,3,6,7,4,24,4,8,4,4,6,1,2,5,3,5,7,3
